id_for_matlab;hhid;training;lnpercapitaconsumption;groupprediction;groupprediction2
14622;56709611;0;;5.332993444;5.33565851
14623;72304711;0;;5.583737067;5.581419089
14624;78703111;0;;5.783648699;5.783740315
14625;93111711;0;;6.156886509;6.159303752
14626;164801311;0;;4.879579044;4.880619199
14627;225101211;0;;5.638030549;5.637356088
14628;162206911;0;;5.916907557;5.91605135
14629;74000411;0;;5.91488017;5.916118312
14630;142204911;0;;6.192076183;6.19435239
14631;151214011;0;;6.242426629;6.245681578
14632;149107411;0;;6.573228893;6.57300202
14633;3810811;0;;5.125307286;5.125333792
14634;110102011;0;;6.025240351;6.025299524
14635;30602811;0;;5.328791226;5.33069398
14636;230200111;0;;4.887289458;4.885960332
14637;381400422;0;;5.844973441;5.849312862
14638;98509411;0;;4.804062637;4.802408255
14639;178100811;0;;5.717768707;5.719003274
14640;340002911;0;;5.66947721;5.668349002
14641;154005311;0;;6.377183098;6.377844091
14642;369200611;0;;5.502236604;5.502556376
14643;102712711;0;;5.535282829;5.535280991
14644;342803211;0;;5.81914132;5.815996568
14645;339804611;0;;4.93010169;4.931975652
14646;55508411;0;;5.994915206;5.999410242
14647;303802511;0;;5.896355249;5.900127232
14648;64500311;0;;6.516064269;6.513537713
14649;30111311;0;;5.402559107;5.40609249
14650;383112311;0;;5.185383256;5.185620741
14651;229202211;0;;5.292169675;5.294991579
14652;63107111;0;;6.829768867;6.834511359
14653;44607311;0;;6.235376822;6.236610903
14654;13002211;0;;6.373622219;6.373416765
14655;200008711;0;;5.911570331;5.908208338
14656;274903011;0;;6.082363787;6.084255316
14657;189808111;0;;6.196051233;6.197012417
14658;122909511;0;;5.675267635;5.67915615
14659;202400111;0;;6.846625975;6.849135314
14660;201702711;0;;6.265837357;6.265681392
14661;219810611;0;;5.611814483;5.617448392
14662;85802311;0;;4.69175371;4.696119319
14663;28400511;0;;5.128931273;5.126979334
14664;59306311;0;;5.000350696;5.003947371
14665;131000711;0;;6.346517338;6.344827317
14666;310100711;0;;6.146029312;6.146205025
14667;147200411;0;;6.562734014;6.562111021
14668;110903411;0;;5.971861716;5.97884007
14669;252608611;0;;5.636383504;5.63640765
14670;135603911;0;;5.068361148;5.065759201
14671;307608711;0;;5.394248921;5.395311054
14672;289209411;0;;5.399077901;5.400047905
14673;42404411;0;;5.901173728;5.902113214
14674;166603811;0;;6.259979587;6.260771966
14675;17400311;0;;5.78908859;5.786066311
14676;200407111;0;;6.087146703;6.087062369
14677;128601311;0;;6.668855484;6.669070451
14678;81504911;0;;5.593779694;5.590631557
14679;339609311;0;;5.179766581;5.17531671
14680;132501611;0;;5.927656463;5.928522292
14681;201208314;0;;6.364108014;6.367657227
14682;243303011;0;;4.95448005;4.95608776
14683;303805911;0;;5.714679873;5.709060435
14684;200202211;0;;5.475843609;5.475589352
14685;318302711;0;;5.450370673;5.451439294
14686;402206411;0;;5.085110343;5.089357732
14687;47111511;0;;6.141359312;6.141679585
14688;330607411;0;;5.917645738;5.920007818
14689;318207911;0;;7.127463408;7.126531858
14690;63303211;0;;5.981403048;5.98207296
14691;276206211;0;;5.39086818;5.391086259
14692;215507511;0;;6.262615374;6.263947671
14693;222002011;0;;5.942835323;5.944635273
14694;259800811;0;;5.795768447;5.784899558
14695;286703611;0;;6.165869064;6.165339182
14696;5802111;0;;5.918717427;5.913738159
14697;151604411;0;;5.026329203;5.023853201
14698;97810511;0;;5.362620908;5.36176212
14699;326008211;0;;5.536903923;5.535868329
14700;11111211;0;;6.095288792;6.092775577
14701;231508911;0;;5.107584886;5.109531031
14702;114106711;0;;5.988173421;5.987181932
14703;35105111;0;;5.401589536;5.399591191
14704;508811;0;;5.910333561;5.908640025
14705;221610311;0;;5.713371749;5.712524617
14706;28109511;0;;6.754641232;6.757990304
14707;153401111;0;;5.806152953;5.805334126
14708;250106811;0;;7.199415285;7.199293951
14709;169802911;0;;6.077357071;6.077372963
14710;352006211;0;;7.067271025;7.06595106
14711;168900911;0;;6.360274683;6.36076383
14712;283603311;0;;7.125515862;7.123467066
14713;301508311;0;;5.437429245;5.435410593
14714;270601512;0;;5.568112507;5.566962136
14715;58004011;0;;4.859394557;4.858024979
14716;272504211;0;;6.221689735;6.222622653
14717;291310411;0;;5.308806339;5.30985029
14718;184500911;0;;6.892253893;6.891572397
14719;25706611;0;;6.319525773;6.32012155
14720;39204512;0;;6.715468244;6.714592319
14721;405811;0;;6.518094487;6.516193767
14722;329005411;0;;6.278536322;6.276078817
14723;321504411;0;;6.723933287;6.723521806
14724;280402911;0;;5.592376686;5.590451451
14725;350515122;0;;6.054281925;6.057855134
14726;246801611;0;;6.234777393;6.236170772
14727;164001111;0;;5.880880399;5.883807158
14728;11504411;0;;5.681142638;5.682756048
14729;213908111;0;;6.010677841;6.007028062
14730;185702311;0;;6.19110893;6.191294923
14731;51409611;0;;6.989923853;6.989759546
14732;25104911;0;;5.627442446;5.625266557
14733;276802411;0;;5.543494977;5.543597788
14734;41806911;0;;6.973652987;6.98001455
14735;232407111;0;;5.316414423;5.316593545
14736;138501411;0;;5.682832243;5.682993976
14737;172900311;0;;5.904510263;5.899490971
14738;121307311;0;;6.224379699;6.223223245
14739;13401311;0;;5.558226803;5.55647433
14740;45903811;0;;5.896045944;5.896740101
14741;140400911;0;;6.190353557;6.189764273
14742;164909011;0;;5.803592274;5.800897842
14743;58503111;0;;5.214353817;5.213959384
14744;389800911;0;;5.011740055;5.01223464
14745;119907611;0;;6.058728446;6.056706999
14746;154306411;0;;5.789494278;5.789556191
14747;54900111;0;;5.485082484;5.484053571
14748;260302011;0;;5.549472585;5.545703314
14749;59812711;0;;5.332361415;5.331834475
14750;291404811;0;;5.903174966;5.906027404
14751;125003811;0;;6.948356156;6.946743715
14752;171202011;0;;7.077328291;7.079632722
14753;390004511;0;;5.517304389;5.51181411
14754;342101411;0;;5.551284904;5.55588707
14755;327103211;0;;5.453574016;5.452595535
14756;331606911;0;;6.063434604;6.063066141
14757;37704111;0;;6.17480288;6.172225338
14758;228503811;0;;5.29391387;5.293485813
14759;44605211;0;;6.117647844;6.11310604
14760;87109611;0;;5.354895865;5.356392788
14761;217806111;0;;5.844353178;5.843863194
14762;164004211;0;;4.692412917;4.695605988
14763;302600211;0;;5.758884272;5.761720068
14764;338607511;0;;6.460446748;6.458693358
14765;128207111;0;;6.406249793;6.409995368
14766;209902911;0;;5.743270443;5.741580501
14767;31108211;0;;5.119785595;5.119343963
14768;68301611;0;;5.134446283;5.135871023
14769;140002011;0;;6.892551488;6.891695075
14770;261808811;0;;5.923909733;5.916692901
14771;151103011;0;;5.073358245;5.072423171
14772;286301611;0;;6.31092519;6.310065714
14773;308202111;0;;6.713257226;6.71349409
14774;141402011;0;;6.389137228;6.39070164
14775;111909011;0;;6.112520784;6.112961575
14776;339804511;0;;5.256090459;5.254109906
14777;26406111;0;;6.758803107;6.75804284
14778;194504311;0;;6.251458424;6.250234912
14779;64406311;0;;6.226748361;6.227868788
14780;150605511;0;;4.797413045;4.800013773
14781;307414911;0;;5.441218345;5.444558059
14782;87406011;0;;5.215734915;5.216653912
14783;126403911;0;;6.232041378;6.230625282
14784;143208511;0;;5.952870515;5.952476746
14785;216200111;0;;5.851425374;5.851447052
14786;315900111;0;;6.039256286;6.040110539
14787;56300511;0;;4.698408995;4.696879561
14788;259410111;0;;6.439181612;6.432443582
14789;342216511;0;;5.782198838;5.780369036
14790;117504311;0;;5.801265296;5.799934013
14791;368906311;0;;5.05083569;5.050833568
14792;25207611;0;;4.999605867;4.999164116
14793;49502411;0;;5.188539124;5.189510965
14794;308004511;0;;5.135865108;5.136293174
14795;316206811;0;;5.942400216;5.94054635
14796;167510511;0;;6.053201912;6.053237198
14797;72703011;0;;4.897105398;4.895815048
14798;137408711;0;;5.99603547;5.992738778
14799;187808211;0;;6.505577424;6.503566046
14800;347600211;0;;6.265532235;6.264538309
14801;77608211;0;;6.887674669;6.886515134
14802;21201411;0;;5.245094189;5.246181282
14803;283506111;0;;5.479703631;5.47942918
14804;214406611;0;;6.357026148;6.357995516
14805;402601611;0;;4.943228629;4.945626503
14806;339107611;0;;5.521197253;5.52430241
14807;290006611;0;;5.237271925;5.23693889
14808;377304411;0;;5.768993163;5.77090208
14809;24208711;0;;5.824524734;5.827536822
14810;56101411;0;;5.481376292;5.485429554
14811;206800822;0;;5.638675827;5.636598423
14812;232302611;0;;4.699434852;4.699762876
14813;333204811;0;;6.197701467;6.197668505
14814;245405611;0;;5.921328599;5.921872094
14815;101605811;0;;6.15499728;6.153707439
14816;291411011;0;;5.282337923;5.283464356
14817;169515511;0;;5.992171919;5.98984482
14818;138116111;0;;6.133788548;6.134929756
14819;332101911;0;;5.441305015;5.440716132
14820;311305811;0;;6.161988854;6.159076222
14821;106810811;0;;5.273769437;5.275549645
14822;74803811;0;;5.845245796;5.844339434
14823;224802611;0;;5.4768752;5.476663721
14824;197508811;0;;6.223917561;6.225248002
14825;220802111;0;;5.489831202;5.491162551
14826;259103211;0;;6.806618537;6.809083453
14827;59111211;0;;5.305723165;5.303300492
14828;232205311;0;;5.225435951;5.23235038
14829;304002511;0;;5.829335939;5.830631367
14830;348604711;0;;5.013659282;5.015905448
14831;253610011;0;;6.59441012;6.594155659
14832;239200911;0;;5.831145862;5.829900168
14833;270606112;0;;5.754899862;5.753847789
14834;77503511;0;;6.513775035;6.512913435
14835;257004911;0;;6.320530296;6.321252709
14836;322603111;0;;5.942290016;5.943284209
14837;283000911;0;;5.997348083;5.999411207
14838;180203611;0;;6.384948167;6.382991933
14839;98511011;0;;4.987877854;4.986573301
14840;67606411;0;;5.014078417;5.012769079
14841;42800211;0;;6.560162402;6.561097975
14842;331007011;0;;5.564166847;5.565171868
14843;146608012;0;;7.104481341;7.105023177
14844;317305211;0;;6.257412112;6.261051938
14845;171203211;0;;6.248240914;6.24858636
14846;278807411;0;;5.284490892;5.284843709
14847;125505511;0;;6.562734014;6.562111021
14848;302110511;0;;6.218792859;6.220120049
14849;91707311;0;;5.885004297;5.885600925
14850;64205311;0;;6.586735872;6.590009034
14851;288208211;0;;5.775692891;5.772722305
14852;286209611;0;;6.102972201;6.109242309
14853;265514311;0;;5.30128013;5.302915072
14854;167804111;0;;6.47827133;6.475322103
14855;20705711;0;;6.111350113;6.114127803
14856;72004811;0;;5.367931693;5.366767665
14857;202600511;0;;6.063317093;6.060523605
14858;5007011;0;;6.29124624;6.292336564
14859;313504311;0;;6.04616134;6.045543105
14860;323403511;0;;5.699021195;5.694419204
14861;174406811;0;;5.798044637;5.801143386
14862;183103712;0;;6.400424425;6.402758817
14863;156004724;0;;5.787118322;5.78593493
14864;226204511;0;;6.334789072;6.338385593
14865;10608811;0;;5.178705716;5.178917114
14866;133201611;0;;5.312205232;5.313264145
14867;261705311;0;;5.407599871;5.404642294
14868;30105811;0;;5.158391757;5.162291662
14869;16000311;0;;6.006829228;6.008877382
14870;158510322;0;;5.627478989;5.623105645
14871;32306411;0;;4.915783487;4.915839622
14872;337507311;0;;6.489615066;6.491344508
14873;353800611;0;;4.856742589;4.855673883
14874;63204811;0;;6.074654565;6.074599337
14875;253107911;0;;5.656791209;5.657600552
14876;260203611;0;;5.650807769;5.647182707
14877;175604711;0;;6.888101251;6.895573102
14878;223501412;0;;5.661911175;5.663133361
14879;121107811;0;;6.444498559;6.446255517
14880;88610111;0;;5.336508504;5.336102774
14881;157504911;0;;5.991864939;5.991520027
14882;234805711;0;;6.000029301;5.998468548
14883;229810511;0;;6.003602458;5.999841962
14884;53307411;0;;5.817262628;5.818364149
14885;118108511;0;;5.918262976;5.917507948
14886;59405411;0;;4.943435466;4.94201468
14887;146903111;0;;5.46603399;5.468951896
14888;13005311;0;;5.72111697;5.722516005
14889;157900511;0;;5.774783752;5.771972217
14890;66308411;0;;5.311399637;5.311492255
14891;387102711;0;;5.086493186;5.087405089
14892;39500111;0;;7.077601585;7.078052393
14893;335501011;0;;5.926201158;5.924965861
14894;304708311;0;;4.975735151;4.975385495
14895;117903111;0;;6.03879977;6.036535964
14896;260110611;0;;5.345423141;5.34852725
14897;252601511;0;;5.636383504;5.63640765
14898;123706611;0;;5.579507795;5.580292759
14899;348902311;0;;7.392341824;7.39782377
14900;221612911;0;;5.234143068;5.232815221
14901;233104511;0;;5.367178515;5.367045683
14902;47611711;0;;6.269094516;6.269300063
14903;62710811;0;;5.470566159;5.473167485
14904;166604911;0;;7.022361164;7.023224366
14905;11605211;0;;4.96753809;4.966613944
14906;89701011;0;;5.760206701;5.760221698
14907;52900511;0;;5.802801722;5.801695202
14908;212003711;0;;5.932995971;5.933570917
14909;305803311;0;;5.88926898;5.882786601
14910;57111311;0;;5.355750899;5.357049535
14911;52100111;0;;5.819708619;5.820434718
14912;47307111;0;;6.266915019;6.264459604
14913;98900811;0;;5.080245701;5.081251963
14914;385109411;0;;6.041699253;6.040005101
14915;302107211;0;;7.067271025;7.06595106
14916;96201211;0;;5.053118975;5.054002876
14917;278901111;0;;5.071514825;5.072466659
14918;162703011;0;;5.030468408;5.028935391
14919;37800911;0;;6.638267044;6.642258466
14920;314306111;0;;5.728235325;5.728142549
14921;130311511;0;;5.468911068;5.467268584
14922;191508911;0;;6.892253893;6.891572397
14923;316708211;0;;6.015862291;6.017694597
14924;33307011;0;;5.052351597;5.051920026
14925;180400311;0;;6.224271609;6.22324402
14926;341010211;0;;5.12757962;5.129269107
14927;317505211;0;;5.72507745;5.72178892
14928;16310711;0;;5.996583043;6.000357208
14929;189604911;0;;6.563606472;6.563740981
14930;389602811;0;;5.118577122;5.117376689
14931;307803522;0;;5.296234006;5.3010079
14932;363409711;0;;7.165287829;7.168097375
14933;7711711;0;;5.024366544;5.023936923
14934;79703011;0;;6.231610863;6.232194702
14935;330602711;0;;6.581823501;6.582488308
14936;257802511;0;;6.807626705;6.808344595
14937;347403411;0;;5.592255429;5.593226514
14938;323611411;0;;5.775859702;5.773768123
14939;30408311;0;;6.001064599;5.999242396
14940;229907511;0;;5.994275375;5.991970048
14941;338808611;0;;5.628054483;5.628281729
14942;252701411;0;;6.256942566;6.258148203
14943;223309211;0;;6.323265677;6.319820021
14944;137202211;0;;5.998687194;6.001499463
14945;182800123;0;;6.309768554;6.30634896
14946;97904211;0;;4.860500427;4.858832698
14947;38002211;0;;6.658585962;6.659059547
14948;187800811;0;;6.789245959;6.789323456
14949;159308011;0;;6.311867143;6.315037367
14950;242401411;0;;5.867697639;5.865502374
14951;216002011;0;;6.025015647;6.024351407
14952;84903811;0;;5.203598901;5.207057851
14953;321902811;0;;6.538003238;6.536081889
14954;290404711;0;;5.318424051;5.314916858
14955;268711211;0;;5.687559029;5.688024884
14956;277902411;0;;5.487693888;5.490950272
14957;54105011;0;;5.712151757;5.713527018
14958;151903211;0;;4.98777893;4.987638251
14959;234908211;0;;4.979061701;4.978288052
14960;74510311;0;;6.108603156;6.108392798
14961;320304711;0;;5.883946817;5.885433013
14962;375000611;0;;5.551769568;5.553067247
14963;7705911;0;;5.85317002;5.852143764
14964;398606011;0;;5.942226696;5.940436313
14965;59008011;0;;5.554639481;5.554599131
14966;192808711;0;;5.987663469;5.98415061
14967;316906711;0;;6.263328457;6.264256268
14968;292306511;0;;5.307209095;5.306259406
14969;278402111;0;;5.086139272;5.087662681
14970;21601011;0;;5.311399637;5.311492255
14971;298401512;0;;5.134405399;5.135666884
14972;38106211;0;;6.162198368;6.164381241
14973;307506011;0;;5.242873306;5.242261003
14974;22109011;0;;5.738650121;5.737477685
14975;225903711;0;;5.818323931;5.822360679
14976;84310711;0;;5.368456248;5.369305317
14977;211300111;0;;6.42024322;6.417544122
14978;210706811;0;;6.15161926;6.148505111
14979;60105411;0;;5.019609517;5.02013755
14980;150906011;0;;5.061419659;5.060133867
14981;289006711;0;;5.196125094;5.19679789
14982;41001611;0;;6.731096337;6.727779037
14983;36609011;0;;6.72792401;6.727295754
14984;302300311;0;;5.786563839;5.785738684
14985;274601711;0;;5.533203596;5.535212022
14986;261103711;0;;5.763605213;5.761080966
14987;340605411;0;;5.310661929;5.314015953
14988;317703324;0;;6.286926464;6.281979755
14989;267703411;0;;5.655159953;5.651435065
14990;330906411;0;;6.268489061;6.270404817
14991;336403811;0;;5.465133269;5.465730349
14992;44102111;0;;5.772532245;5.772663062
14993;163810011;0;;6.284004594;6.280348091
14994;168203311;0;;6.347119063;6.349273108
14995;295204111;0;;5.445455289;5.444851369
14996;172701011;0;;6.206498583;6.211112972
14997;166207311;0;;6.549599887;6.551537582
14998;344701711;0;;4.838627336;4.834932347
14999;263505511;0;;4.987525213;4.989005656
15000;340102111;0;;5.380047625;5.376832412
15001;72008811;0;;5.35192321;5.35225432
15002;291606011;0;;5.26519678;5.265227616
15003;384004811;0;;6.414933125;6.413157172
15004;1607311;0;;6.320736453;6.322128784
15005;380209411;0;;6.721414937;6.719386494
15006;303505711;0;;5.366960377;5.371051473
15007;165904611;0;;6.727961767;6.72728116
15008;227800511;0;;6.370570821;6.374773242
15009;204709311;0;;5.989774018;5.99003854
15010;54310211;0;;5.767894508;5.766543035
15011;217500811;0;;6.117627407;6.118600463
15012;54302411;0;;5.679494822;5.681626746
15013;276402811;0;;5.934818643;5.934905672
15014;188602311;0;;6.156368749;6.155306644
15015;260507511;0;;6.362165752;6.362878448
15016;47309111;0;;6.038538302;6.038150211
15017;226903011;0;;5.242286676;5.243355179
15018;398007511;0;;6.225441831;6.223930726
15019;183110511;0;;6.239379934;6.240230975
15020;162005511;0;;6.273578823;6.274827118
15021;65008011;0;;6.294107231;6.295199782
15022;289403511;0;;5.177836507;5.177354289
15023;157906911;0;;6.20038575;6.202900817
15024;284404011;0;;6.355495666;6.35844934
15025;30602811;0;;5.495944318;5.494799943
15026;209006311;0;;6.21079162;6.207785779
15027;194201211;0;;6.053562572;6.056133946
15028;195406111;0;;6.204620154;6.20564864
15029;166706711;0;;7.354766199;7.354092883
15030;274401911;0;;6.174008237;6.175064949
15031;90107011;0;;5.47277388;5.46930119
15032;303205711;0;;6.110814657;6.114137631
15033;160502311;0;;5.86867457;5.869111656
15034;236005511;0;;6.177390825;6.17770987
15035;84003511;0;;5.403624824;5.401578465
15036;251202111;0;;6.793747051;6.794788484
15037;234401611;0;;5.389152954;5.385318507
15038;372008111;0;;5.407776672;5.408024459
15039;305701611;0;;4.877772743;4.876268409
15040;23507711;0;;5.181027415;5.176458591
15041;259400211;0;;6.029911154;6.027642384
15042;200801311;0;;6.880429076;6.878807768
15043;75005311;0;;4.793144165;4.793053836
15044;83807911;0;;5.399564959;5.397665654
15045;403308011;0;;6.279514453;6.278963421
15046;214708511;0;;5.861050682;5.86262216
15047;35205211;0;;5.051510153;5.048181994
15048;123308511;0;;5.571358602;5.571247844
15049;124704211;0;;5.934885376;5.932701793
15050;140102911;0;;7.067271025;7.06595106
15051;341416311;0;;5.227675078;5.225598347
15052;363109611;0;;6.596912062;6.59625408
15053;243607211;0;;5.902651075;5.90062925
15054;378503711;0;;6.019470995;6.019069136
15055;309102611;0;;6.885852466;6.886778673
15056;240303911;0;;6.184513484;6.186605658
15057;67109711;0;;5.128505515;5.129990055
15058;166905211;0;;7.430316855;7.429354287
15059;297108811;0;;6.024706905;6.024616342
15060;5603611;0;;6.119123501;6.122534268
15061;60209411;0;;4.915811972;4.913907811
15062;215104211;0;;6.591515224;6.59193142
15063;172603511;0;;6.805736918;6.804706419
15064;387208811;0;;5.448817035;5.455010271
15065;78507111;0;;6.217358295;6.21623951
15066;255809611;0;;5.176945488;5.176680292
15067;260001011;0;;5.26167337;5.262689446
15068;374408311;0;;5.732375024;5.732625232
15069;316708711;0;;5.873597758;5.872257468
15070;102713911;0;;5.573425544;5.5747708
15071;179710811;0;;6.44343197;6.439606364
15072;46307411;0;;6.949843409;6.947554655
15073;99703911;0;;6.977437679;6.97796481
15074;240905811;0;;5.966349506;5.965951728
15075;7610411;0;;5.837416923;5.8355666
15076;393308811;0;;5.366512868;5.364233975
15077;51801211;0;;6.379519745;6.378521247
15078;58506911;0;;5.447445854;5.448115428
15079;81206311;0;;5.867227191;5.867842881
15080;94406611;0;;4.922093213;4.920402683
15081;96608911;0;;5.24324662;5.244257406
15082;5400611;0;;5.641466599;5.645114912
15083;260300111;0;;5.470892805;5.474968242
15084;233612611;0;;4.602373545;4.599096017
15085;183405211;0;;6.776998792;6.774804327
15086;2704211;0;;5.234398471;5.236376596
15087;1709011;0;;5.891352158;5.889319474
15088;83411611;0;;5.478085056;5.480612621
15089;211003512;0;;5.990988819;5.993840678
15090;157002512;0;;5.732375024;5.732625232
15091;298102211;0;;6.167665574;6.167098383
15092;156307211;0;;6.312988875;6.313248444
15093;330400711;0;;5.891176519;5.890559889
15094;347808411;0;;5.327013662;5.328473301
15095;140107111;0;;7.472525054;7.474509775
15096;221006211;0;;5.47588567;5.478208954
15097;317012411;0;;5.896730124;5.898797049
15098;95003711;0;;4.887120101;4.887862756
15099;47105611;0;;5.961977151;5.962262632
15100;288002311;0;;5.319893106;5.315599709
15101;305701411;0;;4.87118362;4.870020762
15102;74604611;0;;5.68114399;5.684426892
15103;258112611;0;;6.170603664;6.173586739
15104;54208411;0;;6.172350823;6.172571798
15105;363702111;0;;5.820019353;5.825772709
15106;57404611;0;;5.292426239;5.292089466
15107;282703111;0;;5.593405262;5.596479936
15108;68007611;0;;4.974387916;4.97573332
15109;40205511;0;;6.381385326;6.380510498
15110;127103511;0;;5.819148847;5.817809801
15111;296602011;0;;5.99613222;5.997202964
15112;242208711;0;;6.213395319;6.214729957
15113;18000911;0;;6.650415454;6.650766876
15114;328904011;0;;5.568039858;5.573001286
15115;295301211;0;;6.661012534;6.661242719
15116;160206711;0;;6.651312154;6.651271288
15117;210400511;0;;6.105648671;6.107233229
15118;80805911;0;;5.770759903;5.770355524
15119;76401111;0;;5.909450985;5.910266255
15120;143810311;0;;6.118003692;6.116525336
15121;19315511;0;;5.079292008;5.080960552
15122;344208011;0;;4.852694593;4.851447542
15123;267007111;0;;6.216624968;6.217877931
15124;226607611;0;;5.406771654;5.407406945
15125;303700411;0;;5.491921554;5.491498864
15126;259000411;0;;6.574878295;6.569224264
15127;113803111;0;;5.680752637;5.680971639
15128;32314411;0;;4.94689547;4.944831803
15129;90903512;0;;7.016790816;7.01535506
15130;256705711;0;;6.621562857;6.619927843
15131;234907611;0;;5.198935686;5.193522279
15132;166900911;0;;6.211448308;6.211636309
15133;7211311;0;;5.292887898;5.291908771
15134;138312211;0;;5.606168474;5.606476008
15135;74808111;0;;6.105738747;6.105288277
15136;163303311;0;;5.149038162;5.155338107
15137;290404911;0;;5.220218167;5.218770115
15138;286005711;0;;6.204094791;6.204506979
15139;293003811;0;;5.208556525;5.213745395
15140;35202611;0;;5.131386269;5.130389338
15141;83003211;0;;4.953619124;4.956929692
15142;246107411;0;;6.474449782;6.47354488
15143;349706311;0;;6.827054256;6.827935586
15144;177900711;0;;6.239869731;6.238849669
15145;104711911;0;;5.447535445;5.447836893
15146;45607211;0;;6.100003136;6.100531022
15147;69404911;0;;5.53040862;5.532440827
15148;162002611;0;;5.887697389;5.887206786
15149;27006611;0;;5.330174688;5.332443534
15150;190207911;0;;6.178448057;6.174974965
15151;292403911;0;;5.048458335;5.049015528
15152;8506511;0;;4.907250822;4.907330175
15153;22301311;0;;4.872065037;4.871077588
15154;58001511;0;;4.839497524;4.840520607
15155;232302711;0;;4.83103537;4.835378238
15156;348311111;0;;4.917549191;4.919213926
15157;387902511;0;;5.803100208;5.802633268
15158;162110311;0;;5.264131112;5.262876115
15159;92009611;0;;5.097574788;5.100592397
15160;268507211;0;;6.6090996;6.615055244
15161;92402811;0;;5.124695381;5.12398601
15162;102807311;0;;4.833760017;4.834523217
15163;128102611;0;;6.053544491;6.053284631
15164;337111111;0;;5.964583579;5.963865886
15165;65707722;0;;6.093721038;6.09458422
15166;304901211;0;;5.026379366;5.025345802
15167;305402911;0;;4.830406703;4.829971599
15168;32204811;0;;5.515017987;5.514174668
15169;239503411;0;;6.602385334;6.604748283
15170;21511811;0;;5.110645889;5.108391369
15171;303907611;0;;4.925871242;4.927675607
15172;332703511;0;;6.304308657;6.299884721
15173;256807311;0;;6.163616854;6.162606456
15174;195906111;0;;7.047306736;7.048804668
15175;126105311;0;;6.611778743;6.617828426
15176;341300411;0;;5.755085999;5.754999145
15177;105205311;0;;5.159874374;5.161953967
15178;114511111;0;;6.151923732;6.151952149
15179;339507111;0;;5.123104287;5.125561614
15180;378805611;0;;5.326759762;5.329350756
15181;310505511;0;;6.20230661;6.199940536
15182;32004711;0;;5.120576494;5.121720396
15183;322900311;0;;5.972016664;5.972160919
15184;160307611;0;;6.796295236;6.797776183
15185;217602611;0;;5.982935037;5.983004424
15186;126505811;0;;6.22859635;6.232090318
15187;210903811;0;;6.402872343;6.404503729
15188;73002711;0;;5.710253474;5.717539962
15189;372101511;0;;5.713110007;5.716418178
15190;134107411;0;;5.146103543;5.150978031
15191;403502011;0;;6.227342442;6.224824156
15192;66400611;0;;5.956713935;5.958637015
15193;63910011;0;;6.988845768;6.988876316
15194;136908411;0;;5.434986424;5.435281435
15195;334405111;0;;6.101125077;6.09923625
15196;369108311;0;;5.687490735;5.688745082
15197;89210111;0;;5.693337633;5.693842039
15198;80801811;0;;6.026778057;6.027609719
15199;1405111;0;;6.483084524;6.481834986
15200;54004811;0;;5.854534093;5.855483681
15201;96407611;0;;5.405772989;5.404514158
15202;209611;0;;5.507188147;5.508360074
15203;186603111;0;;6.032772091;6.034463171
15204;302005111;0;;6.239742134;6.242293843
15205;281606711;0;;5.027687455;5.025557926
15206;63001611;0;;5.381380899;5.377919185
15207;89000211;0;;6.352183731;6.351858978
15208;201500611;0;;6.591935283;6.592411502
15209;117804011;0;;6.280464139;6.281014898
15210;152105911;0;;5.097340948;5.096101634
15211;83207411;0;;5.973963882;5.971407912
15212;379604411;0;;5.744497482;5.742443202
15213;55010511;0;;5.291484367;5.288977617
15214;144701011;0;;6.320060578;6.32320893
15215;70804811;0;;4.832143999;4.832150711
15216;133003111;0;;6.111860672;6.106133045
15217;10001811;0;;5.433053972;5.434087564
15218;52608511;0;;5.379340641;5.38136605
15219;22509411;0;;4.864739345;4.864148377
15220;111101711;0;;6.885852466;6.886778673
15221;284107711;0;;6.204065772;6.203986834
15222;51202611;0;;5.918222506;5.918752698
15223;238101911;0;;5.994126047;5.994453514
15224;194801322;0;;5.967070464;5.967801354
15225;122210811;0;;5.788479707;5.789220001
15226;328209411;0;;5.911356342;5.91210174
15227;40808011;0;;6.190353557;6.189764273
15228;158809111;0;;6.047417932;6.046629506
15229;97006611;0;;4.896921623;4.896702454
15230;281500822;0;;5.225824698;5.225428214
15231;238111511;0;;6.727984187;6.732032153
15232;71103511;0;;5.107802309;5.105884449
15233;132605911;0;;5.617937367;5.613661864
15234;329903611;0;;6.255691949;6.254872684
15235;164513111;0;;5.654570002;5.653068443
15236;69306411;0;;5.050957718;5.055306212
15237;60904411;0;;5.266963974;5.26571465
15238;105910111;0;;5.551869232;5.55509984
15239;74110911;0;;5.843586967;5.845103914
15240;318510511;0;;5.229583462;5.228549753
15241;50805811;0;;5.433924154;5.434918513
15242;372406511;0;;4.936512017;4.937159668
15243;16401711;0;;6.402048221;6.406068934
15244;89705111;0;;6.319175347;6.315296937
15245;368100811;0;;6.237514208;6.238084592
15246;107902911;0;;5.570596717;5.567986254
15247;163501912;0;;5.485493436;5.484114863
15248;253405211;0;;7.21928975;7.218681739
15249;21706211;0;;5.189557218;5.186121768
15250;326602811;0;;6.431563242;6.431916214
15251;308504211;0;;7.316371607;7.314894111
15252;290812311;0;;5.246034469;5.243602106
15253;173510611;0;;6.473470561;6.472415299
15254;105600511;0;;4.771258385;4.76991617
15255;56201011;0;;4.971075411;4.970080549
